,resource_type,id,name,company,website,location,public_access,logo_url,description,text,attr:Ex_Num,attr:ex_name,full_name,owner_id,owner_type,source_type,default_locale,supported_locales,custom_validation_schema,external_id,canonical_url,hierarchy_meaning,hierarchy_root_url,internal_reference_id,meta,collection_reference,publisher,purpose,copyright,revision_date,experimental,jurisdiction,content_type,case_sensitive,compositional,version_needed,external_id,retired,datatype,concept_class,source,description[1],description[2],name[1],name_type[1],parent_concept_urls[0],map_type[0],map_from_concept_id[0],map_to_concept_id[0],map_type,to_concept_url,from_concept_url,attr:extra_names,collection_type,immutable,jurisdiction[1],jurisdiction[2],collection_url,data:expressions,name_type,name_locale
0,Concept,10867,Endotraqueopulmonar,,,por,,, ,,,,,HSL,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,,,,text, Misc,br-via-administracao, ,,,,,,,,,,,,,,,,,,Fully Specified,por
0,Concept,10868,Epidural,,,por,,,,,,,,HSL,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,,,,text, Misc,br-via-administracao,,,,,,,,,,,,,,,,,,,,
0,Concept,10869,Epilesional,,,por,,,,,,,,HSL,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,,,,text, Misc,br-via-administracao,,,,,,,,,,,,,,,,,,,,
0,Concept,10870,Extraminiótica,,,por,,,,,,,,HSL,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,,,,text, Misc,br-via-administracao,,,,,,,,,,,,,,,,,,,,
0,Concept,10871,Gastroenteral,,,por,,,,,,,,HSL,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,,,,text, Misc,br-via-administracao,,,,,,,,,,,,,,,,,,,,
0,Concept,10874,Inalatória,,,por,,,,,,,,HSL,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,,,,text, Misc,br-via-administracao,,,,,,,,,,,,,,,,,,,,
0,Concept,10875,Intra-aminiótica,,,por,,,,,,,,HSL,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,,,,text, Misc,br-via-administracao,,,,,,,,,,,,,,,,,,,,
0,Concept,10876,Intra-arterial,,,por,,,,,,,,HSL,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,,,,text, Misc,br-via-administracao,,,,,,,,,,,,,,,,,,,,
0,Concept,10877,Intra-articular,,,por,,,,,,,,HSL,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,,,,text, Misc,br-via-administracao,,,,,,,,,,,,,,,,,,,,
0,Concept,10878,Intrabursal,,,por,,,,,,,,HSL,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,,,,text, Misc,br-via-administracao,,,,,,,,,,,,,,,,,,,,
0,Concept,10879,Intracameral,,,por,,,,,,,,HSL,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,,,,text, Misc,br-via-administracao,,,,,,,,,,,,,,,,,,,,
0,Concept,10880,Intracardíaca,,,por,,,,,,,,HSL,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,,,,text, Misc,br-via-administracao,,,,,,,,,,,,,,,,,,,,
0,Concept,10881,Intracavernosa,,,por,,,,,,,,HSL,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,,,,text, Misc,br-via-administracao,,,,,,,,,,,,,,,,,,,,
0,Concept,10882,Intracerebroventricular,,,por,,,,,,,,HSL,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,,,,text, Misc,br-via-administracao,,,,,,,,,,,,,,,,,,,,
0,Concept,10884,Intracoronariana,,,por,,,,,,,,HSL,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,,,,text, Misc,br-via-administracao,,,,,,,,,,,,,,,,,,,,
0,Concept,10885,Intradérmica,,,por,,,,,,,,HSL,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,,,,text, Misc,br-via-administracao,,,,,,,,,,,,,,,,,,,,
0,Concept,10886,Intradiscal,,,por,,,,,,,,HSL,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,,,,text, Misc,br-via-administracao,,,,,,,,,,,,,,,,,,,,
0,Concept,10887,Intraepidermal,,,por,,,,,,,,HSL,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,,,,text, Misc,br-via-administracao,,,,,,,,,,,,,,,,,,,,
0,Concept,10888,Intralesional,,,por,,,,,,,,HSL,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,,,,text, Misc,br-via-administracao,,,,,,,,,,,,,,,,,,,,
0,Concept,10889,Intralinfática,,,por,,,,,,,,HSL,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,,,,text, Misc,br-via-administracao,,,,,,,,,,,,,,,,,,,,
0,Concept,10890,Intramuscular,,,por,,,,,,,,HSL,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,,,,text, Misc,br-via-administracao,,,,,,,,,,,,,,,,,,,,
0,Concept,10891,Intraocular,,,por,,,,,,,,HSL,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,,,,text, Misc,br-via-administracao,,,,,,,,,,,,,,,,,,,,
0,Concept,10892,Intraóssea,,,por,,,,,,,,HSL,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,,,,text, Misc,br-via-administracao,,,,,,,,,,,,,,,,,,,,
0,Concept,10893,Intraperitoneal,,,por,,,,,,,,HSL,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,,,,text, Misc,br-via-administracao,,,,,,,,,,,,,,,,,,,,
0,Concept,10894,Intrapleural,,,por,,,,,,,,HSL,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,,,,text, Misc,br-via-administracao,,,,,,,,,,,,,,,,,,,,
0,Concept,10895,Intraesternal,,,por,,,,,,,,HSL,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,,,,text, Misc,br-via-administracao,,,,,,,,,,,,,,,,,,,,
0,Concept,10896,Intratecal,,,por,,,,,,,,HSL,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,,,,text, Misc,br-via-administracao,,,,,,,,,,,,,,,,,,,,
0,Concept,10897,Intrauterina,,,por,,,,,,,,HSL,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,,,,text, Misc,br-via-administracao,,,,,,,,,,,,,,,,,,,,
0,Concept,10898,Intravenosa,,,por,,,,,,,,HSL,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,,,,text, Misc,br-via-administracao,,,,,,,,,,,,,,,,,,,,
0,Concept,10899,Intraventricular cardíaca,,,por,,,,,,,,HSL,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,,,,text, Misc,br-via-administracao,,,,,,,,,,,,,,,,,,,,
0,Concept,10900,Intravesical,,,por,,,,,,,,HSL,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,,,,text, Misc,br-via-administracao,,,,,,,,,,,,,,,,,,,,
0,Concept,10901,Intravitreal,,,por,,,,,,,,HSL,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,,,,text, Misc,br-via-administracao,,,,,,,,,,,,,,,,,,,,
0,Concept,10902,Iontoforese,,,por,,,,,,,,HSL,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,,,,text, Misc,br-via-administracao,,,,,,,,,,,,,,,,,,,,
0,Concept,10903,Irrigação,,,por,,,,,,,,HSL,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,,,,text, Misc,br-via-administracao,,,,,,,,,,,,,,,,,,,,
0,Concept,10904,Nasal,,,por,,,,,,,,HSL,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,,,,text, Misc,br-via-administracao,,,,,,,,,,,,,,,,,,,,
0,Concept,10905,Inalatória por Via Nasal,,,por,,,,,,,,HSL,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,,,,text, Misc,br-via-administracao,,,,,,,,,,,,,,,,,,,,
0,Concept,10906,Oftálmica,,,por,,,,,,,,HSL,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,,,,text, Misc,br-via-administracao,,,,,,,,,,,,,,,,,,,,
0,Concept,10907,Oral,,,por,,,,,,,,HSL,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,,,,text, Misc,br-via-administracao,,,,,,,,,,,,,,,,,,,,
0,Concept,10908,Inalatória por Via Oral,,,por,,,,,,,,HSL,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,,,,text, Misc,br-via-administracao,,,,,,,,,,,,,,,,,,,,
0,Concept,10910,Periarticular,,,por,,,,,,,,HSL,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,,,,text, Misc,br-via-administracao,,,,,,,,,,,,,,,,,,,,
0,Concept,10911,Perineural,,,por,,,,,,,,HSL,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,,,,text, Misc,br-via-administracao,,,,,,,,,,,,,,,,,,,,
0,Concept,10912,Retal,,,por,,,,,,,,HSL,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,,,,text, Misc,br-via-administracao,,,,,,,,,,,,,,,,,,,,
0,Concept,10913,Perfusão Regional,,,por,,,,,,,,HSL,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,,,,text, Misc,br-via-administracao,,,,,,,,,,,,,,,,,,,,
0,Concept,10915,Subconjuntival,,,por,,,,,,,,HSL,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,,,,text, Misc,br-via-administracao,,,,,,,,,,,,,,,,,,,,
0,Concept,10916,Subcutânea,,,por,,,,,,,,HSL,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,,,,text, Misc,br-via-administracao,,,,,,,,,,,,,,,,,,,,
0,Concept,10917,Sublingual,,,por,,,,,,,,HSL,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,,,,text, Misc,br-via-administracao,,,,,,,,,,,,,,,,,,,,
0,Concept,10919,Transdérmica,,,por,,,,,,,,HSL,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,,,,text, Misc,br-via-administracao,,,,,,,,,,,,,,,,,,,,
0,Concept,10920,Uretral,,,por,,,,,,,,HSL,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,,,,text, Misc,br-via-administracao,,,,,,,,,,,,,,,,,,,,
0,Concept,10921,Vaginal,,,por,,,,,,,,HSL,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,,,,text, Misc,br-via-administracao,,,,,,,,,,,,,,,,,,,,
0,Concept,10922,Capilar,,,por,,,,,,,,HSL,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,,,,text, Misc,br-via-administracao,,,,,,,,,,,,,,,,,,,,
0,Concept,10923,Não disponível,,,por,,,,,,,,HSL,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,,,,text, Misc,br-via-administracao,,,,,,,,,,,,,,,,,,,,
0,Concept,244899,Peridural,,,por,,,,,,,,HSL,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,,,,text, Misc,br-via-administracao,,,,,,,,,,,,,,,,,,,,
0,Concept,459120,Espinhal,,,por,,,,,,,,HSL,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,,,,text, Misc,br-via-administracao,,,,,,,,,,,,,,,,,,,,
0,Concept,459530,Subcapsular,,,por,,,,,,,,HSL,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,,,,text, Misc,br-via-administracao,,,,,,,,,,,,,,,,,,,,
0,Concept,459531,Intratraqueal,,,por,,,,,,,,HSL,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,,,,text, Misc,br-via-administracao,,,,,,,,,,,,,,,,,,,,
0,Concept,464156,Intrabronquial,,,por,,,,,,,,HSL,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,,,,text, Misc,br-via-administracao,,,,,,,,,,,,,,,,,,,,
0,Concept,464157,Subtenoniana,,,por,,,,,,,,HSL,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,,,,text, Misc,br-via-administracao,,,,,,,,,,,,,,,,,,,,
0,Concept,464158,Tecidos Moles,,,por,,,,,,,,HSL,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,,,,text, Misc,br-via-administracao,,,,,,,,,,,,,,,,,,,,
0,Concept,464159,Mucosa Oral,,,por,,,,,,,,HSL,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,,,,text, Misc,br-via-administracao,,,,,,,,,,,,,,,,,,,,
0,Concept,608807,Retrobulbar,,,por,,,,,,,,HSL,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,,,,text, Misc,br-via-administracao,,,,,,,,,,,,,,,,,,,,
0,Concept,608808,Infiltração,,,por,,,,,,,,HSL,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,,,,text, Misc,br-via-administracao,,,,,,,,,,,,,,,,,,,,
0,Concept,779038,Mucosa,,,por,,,,,,,,HSL,Organization,,por,,,,,,,,,,,,,,,,,TRUE,,,,,text, Misc,br-via-administracao,,,,,,,,,,,,,,,,,,,,