"id_vtm";"codigo_obm";"nome_vtm";"nome_vtm_abreviado";"ingredientes_cod_nome"
"42810";"@brasil18119205307";"Ciclesonida";;
"11360";"@brasil10420185084";"Ciclobenzaprina";;
"11361";"@brasil17933739522";"Ciclobenzaprina + Cafeína";;
"11363";"@brasil18239495089";"Ciclofenila";;
"11364";"@brasil15973047748";"Ciclofosfamida";;
"42811";"@brasil18469105173";"Ciclopentolato";;
"42812";"@brasil17987910253";"Ciclopirox";;
"412567";"@brasil13812008288";"Ciclopirox Olamina";;
"11365";"@brasil15146753781";"Ciclosporina";;
"42813";"@brasil14532236059";"Cidofovir";;
"790545";"@brasil11111135035";"Cidreira";;
"11366";"@brasil17814625972";"Cilazapril";;
"288761";"@brasil17113412381";"Cilazapril + Hidroclorotiazida";;
"11367";"@brasil13632868828";"Cilostazol";;
"11368";"@brasil14720466531";"Cimetidina";;
"11369";"@brasil12703726479";"Cimicifuga racemosa";;
"11370";"@brasil19357233110";"Cinacalcete";;
"11371";"@brasil18674986424";"Cinarizina";;
"288760";"@brasil15951502485";"Cipionato de Testosterona";;
"65365";"@brasil15445304013";"Ciproeptadina + Cobamamida";;
"11372";"@brasil15303233101";"Ciprofibrato";;
"11373";"@brasil10491206542";"Ciprofloxacino";;
"42814";"@brasil18697449841";"Ciprofloxacino + Dexametasona";;
"42815";"@brasil19890541339";"Ciprofloxacino + Hidrocortisona";;
"11374";"@brasil16546333716";"Ciproterona";;
"42816";"@brasil13360357481";"Ciproterona + Etinilestradiol";;
"42817";"@brasil17130163698";"Cisatracúrio";;
"42818";"@brasil15569746358";"Cisplatina";;
"790546";"@brasil11490150196";"Cisteamina";;
"11375";"@brasil11258049262";"Citalopram";;
"42819";"@brasil16458241003";"Citarabina";;
"11376";"@brasil16651245471";"Citicolina";;
"11377";"@brasil19482079881";"Citrato de Cálcio + Colecalciferol";;
"412571";"@brasil18493315797";"Citrato de Colina + Raceometionina";;
"11378";"@brasil17456663302";"Citrato de Potássio";;
"503055";"@brasil10421082535";"Citrato Férrico Amoniacal";;
"288763";"@brasil17222536965";"Citrato Férrico Amoniacal + Cianocobalamina";;
"42821";"@brasil18535108553";"Cladribina";;
"11379";"@brasil18837077176";"Claritromicina";;
"288762";"@brasil17712554760";"Clemastina";;
"42822";"@brasil15929644325";"Clemastina + Dexametasona";;
"11380";"@brasil11815396287";"Clindamicina";;
"42823";"@brasil14042896276";"Clindamicina + Peróxido de Benzoíla";;
"288765";"@brasil13207493696";"Clioquinol + Hidrocortisona";;
"11381";"@brasil12565750210";"Clobazam";;
"42824";"@brasil12425548714";"Clobetasol";;
"65367";"@brasil12823384182";"Clobutinol";;
"65366";"@brasil11831859183";"Clobutinol + Doxilamina";;
"42825";"@brasil19999055050";"Clodronato Dissódico";;
"11382";"@brasil17382562500";"Clofazimina";;
"11383";"@brasil19215562182";"Clomifeno";;
"11384";"@brasil13930123720";"Clomipramina";;
"11385";"@brasil12003932363";"Clonazepam";;
"11386";"@brasil18229290960";"Clonidina";;
"11387";"@brasil15134658025";"Clonixinato de Lisina";;
"11362";"@brasil18408142669";"Clonixinato de Lisina + Ciclobenzaprina";;
"288764";"@brasil12975020857";"Cloperastina";;
"11388";"@brasil10985417552";"Clopidogrel";;
"288654";"@brasil10241973753";"Clopidogrel + Ácido Acetilsalicílico";;
"11389";"@brasil19523113991";"Clorambucila";;
"11390";"@brasil14659317613";"Cloranfenicol";;
"42826";"@brasil12718629419";"Cloranfenicol + Colagenase";;
"42827";"@brasil13595982251";"Cloranfenicol + Lidocaína";;
"11391";"@brasil14727246401";"Clordiazepóxido";;
"11392";"@brasil19658279472";"Cloreto de Potássio";;
"288766";"@brasil17112406217";"Cloreto de Potássio + Cloreto de Sódio + Citrato de Sódio + Glicose";;
"288767";"@brasil15939550310";"Cloreto de Potássio + Cloreto de Sódio + Glicose";;
"42828";"@brasil19824023309";"Cloreto de Sódio";;
"42829";"@brasil18332170104";"Cloreto de Sódio + Benzalcônio + Nafazolina";;
"288768";"@brasil18360533208";"Cloreto de Sódio + Cloreto de Potássio + Cloreto de Cálcio";;
"288769";"@brasil13984015418";"Cloreto de Sódio + Cloreto de Potássio + Cloreto de Cálcio + Lactato de Sódio";;
"42932";"@brasil19342491186";"Cloreto de Sódio + Glicose";;
"42830";"@brasil12188780904";"Clorexidina";;
"288655";"@brasil14019009193";"Clorfeniramina + Ácido Acetilsalicílico + Cafeína";;
"288770";"@brasil14838477776";"Clorfeniramina + Ácido Ascórbico + Dipirona";;
"11393";"@brasil14109658470";"Cloridrato de Quinina + Papaverina";;
"11394";"@brasil11573454244";"Cloridrato de Sevelâmer";;
"288772";"@brasil16686281659";"Clormadinona + Etinilestradiol";;
"42831";"@brasil15947394514";"Cloroquina";;
"11395";"@brasil15538296116";"Clorpromazina";;
"11396";"@brasil12971118159";"Clorpropamida";;
"11397";"@brasil18240702754";"Clortalidona";;
"11398";"@brasil12290159604";"Clorzoxazona + Paracetamol";;
"42832";"@brasil13170630169";"Clostebol + Neomicina";;
"42833";"@brasil18010967612";"Clotrimazol";;
"42834";"@brasil10542947863";"Clotrimazol + Dexametasona";;
"11399";"@brasil16728690066";"Cloxazolam";;
"11400";"@brasil16772971828";"Clozapina";;
"65368";"@brasil18621343669";"Coaltar";;
"11401";"@brasil13678789252";"Cobamamida";;
"503058";"@brasil19206314764";"Cobimetinibe";;
"11402";"@brasil18075031085";"Codeína";;
"790530";"@brasil19701920773";"Codeína + Meloxicam + Paracetamol + Ranitidina";;
"42835";"@brasil18681836786";"Colagenase";;
"11403";"@brasil19338787977";"Colchicina";;
"11404";"@brasil12468846944";"Colecalciferol";;
"288771";"@brasil12240342936";"Coleselevam";;
"42836";"@brasil11780340653";"Colestiramina";;
"288649";"@brasil11366664143";"Colina + Betaína + Acetilmetionina";;
"288773";"@brasil16710379798";"Colina + Betaína + Metionina";;
"288774";"@brasil13493054324";"Colina + Betaína + Racemetionina";;
"288777";"@brasil18955102755";"Colina + Metionina";;
"42837";"@brasil12856193214";"Colistimetato";;
"42838";"@brasil18939944418";"Colistina";;
"609562";"@brasil18011239521";"Concentrado de Complexo Protrombínico";;
"65369";"@brasil14636566110";"Cordia verbenacea";;
"288775";"@brasil17334132534";"Corynebacterium parvulan";;
"11405";"@brasil14327871094";"Crizotinibe";;
"42839";"@brasil16131142763";"Cromoglicato Dissódico";;
"42840";"@brasil13835880870";"Cumarina + Heparina sódica";;
"42841";"@brasil10785976368";"Cumarina + Troxerrutina";;
"11406";"@brasil14232814947";"Curcuma longa";;
"11407";"@brasil18180461764";"Cybara scolymus (Alcachofra)";;
"42842";"@brasil12422239539";"Cynara scolymus (Alcachofra)";;
"288776";"@brasil16191500010";"Dabrafenibe";;
"42843";"@brasil19753268899";"Dacarbazina";;
"11408";"@brasil18203864289";"Daclatasvir";;
"42844";"@brasil11499626189";"Dactinomicina";;
"42845";"@brasil18238324556";"Dalteparina";;
"11409";"@brasil16477936464";"Danazol";;
"11410";"@brasil17778089759";"Dantroleno";;
"11411";"@brasil19456639715";"Dapagliflozina";;
"288782";"@brasil14010501981";"Dapagliflozina + Metformina";;
"288778";"@brasil16201014057";"Dapoxetina";;
"11412";"@brasil13948929610";"Dapsona";;
"42846";"@brasil16692744525";"Daptomicina";;
"503060";"@brasil16222688653";"Daratumumabe";;
"11413";"@brasil11374729210";"Darifenacina";;
"11414";"@brasil15026857530";"Darunavir";;
"11415";"@brasil11010100329";"Dasatinibe";;
"288779";"@brasil14139762327";"Daunorrubicina";;
"42847";"@brasil18748749267";"Decanoato de Zuclopentixol";;
"42848";"@brasil13665513072";"Decitabina";;
"11416";"@brasil19969929361";"Deferasirox";;
"11417";"@brasil16819346132";"Deferiprona";;
"11418";"@brasil14186942887";"Deflazacorte";;
"288780";"@brasil12095769774";"Degarrelix";;
"42849";"@brasil12081317865";"Delapril + Manidipino";;
"42850";"@brasil19410050415";"Deltametrina";;
"42851";"@brasil10806298795";"Denosumabe";;
"42852";"@brasil15801343036";"Desferroxamina";;
"288781";"@brasil18059562198";"Desflurano";;
"42853";"@brasil16587819107";"Deslanosídeo";;
"11419";"@brasil10476676346";"Desloratadina";;
"288784";"@brasil17337612449";"Desloratadina + Pseudoefedrina";;
"43165";"@brasil15733897969";"Desmopressina";;
"11421";"@brasil19822553375";"Desogestrel";;
"11422";"@brasil17682738151";"Desogestrel + Etinilestradiol";;
"42854";"@brasil15535066736";"Desonida";;
"288783";"@brasil15873823616";"Desoximetasona";;
"609559";"@brasil11376287154";"Desoximetasona + Neomicina";;
"288785";"@brasil19066591707";"Desoxirribonuclease + Fibrinolisina + Cloranfenicol";;
"11423";"@brasil18946030937";"Desvenlafaxina";;
"11424";"@brasil11681940546";"Dexametasona";;
"288758";"@brasil16151777249";"Dexametasona + Cianocobalamina + Piridoxina + Tiamina";;
"288786";"@brasil13320121496";"Dexametasona + Cianocobalamina + Tiamina + Piridoxina";;
"42855";"@brasil17911876669";"Dexametasona + Cloranfenicol + Tetrizolina";;
"42856";"@brasil12954183445";"Dexametasona + Neomicina";;
"288787";"@brasil19400832669";"Dexametasona + Neomicina + Fenilefrina";;
"42857";"@brasil11035287529";"Dexametasona + Neomicina + Polimixina B";;
"288788";"@brasil17043799166";"Dexbronfeniramina + Pseudoefedrina";;
"11425";"@brasil11571610225";"Dexclorfeniramina";;
"42858";"@brasil16313887615";"Dexclorfeniramina + Betametasona";;
"288796";"@brasil14521496326";"Dexclorfeniramina + Pseudoefedrina + Guaifenesina";;
"288789";"@brasil17016498134";"Dexlansoprazol";;
"42859";"@brasil18463575799";"Dexmedetomidina";;
"42860";"@brasil13376216461";"Dexpantenol";;
"42861";"@brasil11490355218";"Dexrazoxano";;
"288790";"@brasil13951093482";"Dextroalfatocoferol";;
"42862";"@brasil17323127012";"Dextrocetamina";;
"288791";"@brasil18705973314";"Dextrometorfano";;
"288865";"@brasil15137986478";"Dextrometorfano + Guaifenesina";;
"288792";"@brasil11676586438";"Dextropropoxifeno";;
"11439";"@brasil16070633385";"Di-hidroergocristina";;
"11440";"@brasil17552431408";"Di-hidroergocristina + Flunarizina";;
"11441";"@brasil19550257192";"Di-hidroergotamina + Dipirona + Cafeína";;
"288805";"@brasil10383620373";"Di-hidroergotamina + Paracetamol + Cafeína + Metoclopramida";;
"11426";"@brasil12812229796";"Diacereína";;
"288793";"@brasil12265012553";"Diatrizoato de Meglumina";;
"11427";"@brasil19346318614";"Diazepam";;
"11428";"@brasil18294903995";"Diazóxido";;
"288794";"@brasil16295303762";"Dicicloverina";;
"42863";"@brasil12144569718";"Diclofenaco Colestiramina";;
"42864";"@brasil18753467860";"Diclofenaco Dietilamônio";;
"11429";"@brasil13435564443";"Diclofenaco Potássico";;
"288795";"@brasil14681481461";"Diclofenaco Resinato";;
"11430";"@brasil12293110537";"Diclofenaco Sódico";;
"11431";"@brasil11158859664";"Diclofenaco Sódico + Codeína";;
"11432";"@brasil18914967018";"Dicloridrato de Manidipino";;
"42865";"@brasil17333630458";"Dicloridrato de Quinina";;
"11433";"@brasil11098256409";"Didanosina";;
"11434";"@brasil18746381296";"Didrogesterona";;
"11435";"@brasil10437137567";"Dienogeste";;
"11436";"@brasil15946544254";"Dietilcarbamazina";;
"11437";"@brasil18421308879";"Dietilestilbestrol";;
"42866";"@brasil10407749022";"Difenidramina";;
"288745";"@brasil18884808427";"Difenidramina + Calamina + Cânfora";;
"288798";"@brasil19250699120";"Difenidramina + Cloreto de Amônio";;
"288799";"@brasil10564383239";"Difenidramina + Cloreto de Amônio + Citrato de Sódio";;
"288801";"@brasil13655946303";"Difenidramina + Nafazolina";;
"288800";"@brasil15069819142";"Diflucortolona";;
"288802";"@brasil13070274397";"Diflucortolona + Clorquinaldol";;
"11438";"@brasil14266911943";"Digoxina";;
"11442";"@brasil15093992048";"Diltiazem";;
"11443";"@brasil16819188972";"Dimenidrinato";;
"11444";"@brasil18813969024";"Dimenidrinato + Piridoxina";;
"65370";"@brasil17318799854";"Dimenidrinato + Piridoxina + Glicose + Frutose";;
"288803";"@brasil14383533385";"Dimercaprol";;
"11445";"@brasil13612278515";"Dimeticona";;
"11446";"@brasil11619485812";"Dinitrato de Isossorbida";;
"288804";"@brasil12706844044";"Dinoprostona";;
"11447";"@brasil17260593823";"Diosmina + Hesperidina";;
"11448";"@brasil11444511991";"Dipiridamol";;
"11449";"@brasil15440778791";"Dipirona";;
"288809";"@brasil15450217904";"Dipirona + Cafeína";;
"42867";"@brasil10037854042";"Dipirona + Isometepteno + Cafeína";;
"42868";"@brasil18966023453";"Dipirona + Prometazina + Adifenina";;
"11450";"@brasil12870358295";"Dissulfiram";;
"779803";"@brasil15490830739";"Divalproato de Sódio";;
"288806";"@brasil13797570040";"Dobesilato de Cálcio";;
"42869";"@brasil14716555451";"Dobutamina";;
"42870";"@brasil16684707202";"Docetaxel";;
"288807";"@brasil17836989393";"Dolasetrona";;
"288808";"@brasil17792237155";"Dolutegravir";;
"11451";"@brasil18029455408";"Domperidona";;
"11452";"@brasil11536202468";"Donepezila";;
"288811";"@brasil13021238419";"Donepezila + Memantina";;
"42871";"@brasil19273869970";"Dopamina";;
"42872";"@brasil16315228552";"Dorzolamida";;
"42873";"@brasil13754533158";"Dorzolamida + Timolol";;
"11453";"@brasil13592646421";"Doxazosina";;
"11454";"@brasil13354625014";"Doxazosina + Finasterida";;
"11455";"@brasil15995186114";"Doxiciclina";;
"42874";"@brasil19826980445";"Doxorrubicina";;
"412562";"@brasil15888356244";"Dronedarona";;
"42875";"@brasil17871303060";"Droperidol";;
"42876";"@brasil19875574277";"Dropropizina";;
"11456";"@brasil19912055840";"Drospirenona + Etinilestradiol";;
"288810";"@brasil13874378364";"Dulaglutida";;
"11457";"@brasil11574721169";"Duloxetina";;
"288814";"@brasil11308686435";"Duloxetina + Tansulosina";;
"11458";"@brasil18137438628";"Dutasterida";;
"11459";"@brasil15963029949";"Dutasterida + Tansulosina";;
"11460";"@brasil15402834167";"Ebastina";;
"11461";"@brasil19125081298";"Ebastina + Pseudoefedrina";;
"42877";"@brasil15763962514";"Echinacea purpurea";;
"42878";"@brasil19193090048";"Eculizumabe";;
"11462";"@brasil19416904297";"Efavirenz";;
"42879";"@brasil18673563009";"Efedrina";;
"11463";"@brasil19709277905";"Eltrombopague Olamina";;
"288812";"@brasil13483057312";"Emboato de Pirvínio";;
"11464";"@brasil10295676942";"Empagliflozina";;
"11465";"@brasil12350551300";"Enalapril";;
"11466";"@brasil10865725986";"Enalapril + Hidroclorotiazida";;
"288813";"@brasil18351571612";"Enflurano";;
"42880";"@brasil15788545211";"Enfuvirtida";;
"42881";"@brasil12922037338";"Enoxaparina Sódica";;
"11467";"@brasil17276976337";"Entacapona";;
"11468";"@brasil13787704037";"Entecavir";;
"288816";"@brasil13517529230";"Entricitabina + Tenofovir";;
"412568";"@brasil15790377412";"Enzalutamida";;
"42882";"@brasil17244551363";"Epinastina";;
"42883";"@brasil17456645113";"Epinefrina";;
"42884";"@brasil15549571787";"Epirrubicina";;
"11469";"@brasil17107591484";"Ergometrina";;
"288815";"@brasil11488717645";"Eribulina";;
"11470";"@brasil14174845621";"Eritromicina";;
"42885";"@brasil15377923905";"Eritropoietina";;
"11471";"@brasil19551453960";"Erlotinibe";;
"42886";"@brasil10240904473";"Ertapeném";;
"42887";"@brasil15070750958";"Escina + Polissulfato de Escina Sódica +  Salicilato de Dietilamina";;
"288817";"@brasil13121493525";"Escina + Salicilato de Dietilamina";;
"11472";"@brasil15232733249";"Escitalopram";;
"11473";"@brasil17509304672";"Escopolamina";;
"43224";"@brasil17954194048";"Escopolamina + Dipirona";;
"43225";"@brasil11745747952";"Escopolamina + Paracetamol";;
"42888";"@brasil14631041682";"Esmolol";;
"11474";"@brasil11848323923";"Esomeprazol";;
"11475";"@brasil16713705905";"Espiramicina";;
"288818";"@brasil15054880244";"Espiramicina + Metronidazol";;
"11476";"@brasil18023558069";"Espironolactona";;
"11533";"@brasil11010329071";"Espironolactona + Furosemida";;
"11477";"@brasil19976672937";"Espironolactona + Hidroclorotiazida";;
"11478";"@brasil15812690792";"Estavudina";;
"11479";"@brasil19133435457";"Estazolam";;
"11480";"@brasil18229105217";"Estearato de Eritromicina";;
"11481";"@brasil13745220026";"Estradiol";;
"11220";"@brasil15487034324";"Estradiol + Acetato de Noretisterona";;
"11482";"@brasil14038784785";"Estradiol + Didrogesterona";;
"288819";"@brasil15909920953";"Estradiol + Didrogesterona";;
"42889";"@brasil17942955844";"Estradiol + Enantato de Noretisterona";;
"288821";"@brasil14195059167";"Estradiol + Trimegestona";;
"42890";"@brasil15821654483";"Estreptomicina";;
"288820";"@brasil14384964343";"Estreptoquinase";;
"11483";"@brasil18958264158";"Estriol";;
"11484";"@brasil12674966744";"Estrogênios Conjugados";;
"11485";"@brasil16500041554";"Etambutol";;
"42891";"@brasil15279405194";"Etanercepte";;
"11486";"@brasil14475307849";"Etexilato de Dabigatrana";;
"42892";"@brasil18932062831";"Etilefrina";;
"11221";"@brasil13939461579";"Etinilestradiol + Acetato de Noretisterona";;
"11487";"@brasil12876414890";"Etionamida";;
"11488";"@brasil10956151215";"Etodolaco";;
"11489";"@brasil16151511710";"Etofibrato";;
"42893";"@brasil18822098883";"Etomidato";;
"42894";"@brasil17314306232";"Etonogestrel";;
"288822";"@brasil17820403115";"Etonogestrel + Etinilestradiol";;
"11490";"@brasil17889105217";"Etoposídeo";;
"11491";"@brasil10990991266";"Etoricoxibe";;
"11492";"@brasil11287640985";"Etossuximida";;
"11493";"@brasil13465231435";"Etravirina";;
"288825";"@brasil16064399596";"Eucaliptol + Terpina + Mentol";;
"11494";"@brasil13463234530";"Everolimo";;
"288823";"@brasil16516838385";"Evolocumabe";;
"42895";"@brasil10105234821";"Exemestano";;
"42896";"@brasil18583255714";"Exenatida";;
"503061";"@brasil16808463991";"Extrato de Allii cepae L.  + Alantoína + Heparina Sódica";;
"503069";"@brasil18586256770";"Extratos Alergênicos de Insetos Sugadores";;
"11495";"@brasil16920478656";"Ezetimiba";;
"11496";"@brasil14212689998";"Ezetimiba + Sinvastatina";;
"11497";"@brasil10302014331";"Famotidina";;
"11498";"@brasil18872001969";"Fampridina";;
"11499";"@brasil13453967163";"Fanciclovir";;
"288824";"@brasil19122982888";"Fator de von Willebrand";;
"42897";"@brasil12600574420";"Fator IX";;
"42898";"@brasil17253105263";"Fator VIII";;
"288826";"@brasil12953049625";"Fator VIII + Fator de von Willebrand";;
"11500";"@brasil10653830216";"Felodipino";;
"288831";"@brasil16349200154";"Felodipino + Metoprolol";;
"11501";"@brasil12907249900";"Femprocumona";;
"11502";"@brasil12574759164";"Femproporex";;
"11503";"@brasil14152046425";"Fenazopiridina";;
"11504";"@brasil13035954946";"Fenilbutazona";;
"42899";"@brasil18463803368";"Fenilefrina";;
"288687";"@brasil18373945510";"Fenilefrina + Álcool Polivinílico";;
"42900";"@brasil10559701360";"Fenilefrina + Tetracaína";;
"11505";"@brasil12723635762";"Fenitoína";;
"51023";"@brasil14866157922";"Fenitoína Sódica";;
"11506";"@brasil14510314281";"Fenobarbital";;
"11507";"@brasil14380664427";"Fenofibrato";;
"503071";"@brasil10817018830";"Fenol + Mentol";;
"288827";"@brasil16572049646";"Fenoprofeno";;
"42901";"@brasil17407097002";"Fenoterol";;
"42902";"@brasil15356381240";"Fenoterol + Ipratrópio";;
"288828";"@brasil14001099665";"Fenoxazolina";;
"42903";"@brasil14560615506";"Fenoximetilpenicilina";;
"42904";"@brasil16733934120";"Fentanila";;
"42905";"@brasil19987824389";"Fentanila + Droperidol";;
"288829";"@brasil10289349694";"Fenticonazol";;
"288830";"@brasil19443449785";"Fentolamina";;
"11508";"@brasil18372379603";"Ferripolimaltose";;
"11233";"@brasil12946980122";"Ferripolimaltose + Ácido Fólico";;
"288669";"@brasil15610683740";"Ferro Quelato + Ácido Fólico";;
"288835";"@brasil15439712194";"Ferro Quelato + Piridoxina + Nicotinamida";;
"288832";"@brasil13415651723";"Ferrocarbonila";;
"11509";"@brasil18719905043";"Fexofenadina";;
"11510";"@brasil18482386718";"Fexofenadina + Pseudoefedrina";;
"288833";"@brasil18030658463";"Fibrinogênio";;
"503072";"@brasil10139621160";"Fibrinogênio + Aprotinina + Trombina ";;
"42906";"@brasil19737319897";"Filgrastim";;
"11511";"@brasil16252218768";"Finasterida";;
"11512";"@brasil15813933996";"Fingolimode";;
"42907";"@brasil18723126628";"Fitomenadiona";;
"11513";"@brasil10313013986";"Flucitosina";;
"11514";"@brasil14123268250";"Fluconazol";;
"65371";"@brasil12684301250";"Fludarabina";;
"11515";"@brasil19677299603";"Fludrocortisona";;
"288834";"@brasil19906337454";"Fludroxicortida";;
"288836";"@brasil17479548915";"Fludroxicortida + Clioquinol";;
"43169";"@brasil11972124633";"Fludroxicortida + Neomicina";;
"11516";"@brasil16016693575";"Flufenazina";;
"42909";"@brasil14403673757";"Flumazenil";;
"11517";"@brasil11051569376";"Flunarizina";;
"11518";"@brasil17207766459";"Flunitrazepam";;
"43175";"@brasil17348499284";"Fluocinolona Acetonida + Hidroquinona + Tretinoína";;
"288837";"@brasil11078608306";"Fluocinolona Acetonida + Neomicina + Polimixina B + Lidocaína";;
"288843";"@brasil16283129383";"Fluocortolona + Lidocaína";;
"42910";"@brasil15848989211";"Fluoresceína";;
"42911";"@brasil16033925092";"Fluormetolona";;
"42912";"@brasil12622658136";"Fluoruracila";;
"11519";"@brasil12884124481";"Fluoxetina";;
"11520";"@brasil12797323336";"Flurazepam";;
"288838";"@brasil12954395088";"Flurbiprofeno";;
"11521";"@brasil15334243545";"Flutamida";;
"42913";"@brasil15011515713";"Fluticasona";;
"42914";"@brasil17189604468";"Fluticasona + Salmeterol";;
"42915";"@brasil10913475509";"Fluticasona + Vilanterol";;
"288839";"@brasil11536150835";"Flutrimazol";;
"11522";"@brasil18279248025";"Fluvastatina";;
"11523";"@brasil15393509803";"Fluvoxamina";;
"288840";"@brasil18817569219";"Folinato de Cálcio";;
"288841";"@brasil19479393900";"Fondaparinux Sódico";;
"11524";"@brasil12129805247";"Formoterol";;
"11330";"@brasil11392114786";"Formoterol + Budesonida";;
"503075";"@brasil19340775997";"Formoterol + Fluticasona ";;
"11525";"@brasil14468497133";"Fosamprenavir";;
"288842";"@brasil10944262156";"Fosaprepitanto Dimeglumina";;
"11526";"@brasil15953070236";"Fosfato de Cálcio + Colecalciferol";;
"288845";"@brasil14064915955";"Fosfato de Cálcio + Fluoreto de Sódio";;
"11527";"@brasil16359860091";"Fosfato de Cloroquina";;
"42916";"@brasil12998564449";"Fosfato de Histamina";;
"288844";"@brasil18582860759";"Fosfato de Potássio";;
"42917";"@brasil12252396029";"Fosfato de Sódio";;
"288850";"@brasil13082094138";"Fosfato de Sódio Monobásico + Fosfato de Sódio Dibásico";;
"42918";"@brasil12266287106";"Fosfomicina";;
"11528";"@brasil13940090055";"Fosinopril";;
"43170";"@brasil18356332533";"Fotemustina";;
"503081";"@brasil17185031804";"Frações Peptídicas Alergênicas";;
"790515";"@brasil19904882188";"Fralda adulta descartável";;
"288846";"@brasil14575997808";"Frutose";;
"42920";"@brasil14574247750";"Fulvestranto";;
"288847";"@brasil10685241482";"Fumarato de Dimetila";;
"11529";"@brasil10620870310";"Furazolidona";;
"11530";"@brasil11284081693";"Furosemida";;
"11531";"@brasil14557797846";"Furosemida + Amilorida";;
"11532";"@brasil18936744459";"Furosemida + Cloreto de Potássio";;
"288848";"@brasil19698214295";"Fusafungina";;
"11534";"@brasil18241412282";"Gabapentina";;
"11535";"@brasil18176074508";"Galantamina";;
"288849";"@brasil16435347343";"Galsulfase";;
"11536";"@brasil16156136006";"Ganciclovir";;
"68176";"@brasil19488016532";"Gangliosídeo GM1";;
"551152";"@brasil14003657654";"Ganirrelix";;
"42921";"@brasil16072377743";"Gatifloxacino";;
"288851";"@brasil16104428967";"Gatifloxacino + Prednisolona";;
"11537";"@brasil16252456814";"Gefitinibe";;
"42922";"@brasil16639145775";"Gelatina";;
"288852";"@brasil11275862734";"Gelatina + Cloreto de Sódio + Cloreto de Potássio + Cloreto de Cálcio";;
"503086";"@brasil14023976812";"Gemifloxacino";;
"42923";"@brasil14978595956";"Gencitabina";;
"11538";"@brasil12793876362";"Genfibrozila";;
"42924";"@brasil14975542764";"Gentamicina";;
"288860";"@brasil15169897725";"Gentamicina + Desonida";;
"11539";"@brasil15212011675";"Gestodeno + Etinilestradiol";;
"288853";"@brasil18066027077";"Gestrinona";;
"11540";"@brasil17678429601";"Ginkgo biloba";;
"42925";"@brasil19941926261";"Glatirâmer";;
"11541";"@brasil12756113290";"Glibenclamida";;
"11542";"@brasil10745277953";"Glibenclamida + Metformina";;
"288854";"@brasil16502547492";"Glicerina";;
"42926";"@brasil14783003323";"Glicerofosfato de sódio";;
"42927";"@brasil14089238143";"Glicerol";;
"288855";"@brasil18314656537";"Glicina";;
"11543";"@brasil15458050206";"Glicinato de Magnésio + Piridoxina";;
"11544";"@brasil15054417479";"Glicinato Férrico";;
"11234";"@brasil14993187592";"Glicinato Férrico + Ácido Fólico ";;
"11545";"@brasil18897937086";"Gliclazida";;
"42928";"@brasil16097181052";"Gliconato de Cálcio";;
