"id_vtm";"codigo_obm";"nome_vtm";"nome_vtm_abreviado";"ingredientes_cod_nome"
"42929";"@brasil18218191141";"Glicosamina";;
"43171";"@brasil15865289079";"Glicosamina + Condroitina";;
"42931";"@brasil12799412860";"Glicose";;
"11546";"@brasil19326433303";"Glimepirida";;
"11547";"@brasil19938355570";"Glimepirida + Metformina";;
"11548";"@brasil11712478250";"Glipizida";;
"42933";"@brasil18314217660";"Glucagon";;
"288856";"@brasil12065640521";"Glucana";;
"11549";"@brasil18747324847";"Glycine max (Isoflavona de Soja)";;
"11550";"@brasil18599189796";"Glycine max + Persea gratissima";;
"42934";"@brasil13543615054";"Golimumabe";;
"288857";"@brasil15384233299";"Gonadotropina Coriônica";;
"42935";"@brasil12775422596";"Gosserrelina";;
"288858";"@brasil10724245244";"Granisetrona";;
"11551";"@brasil16753974747";"Griseofulvina";;
"288859";"@brasil17468526629";"Guaifenesina";;
"288861";"@brasil13443909047";"Halobetasol";;
"11552";"@brasil17972304659";"Haloperidol";;
"288862";"@brasil11709852368";"Halotano";;
"11553";"@brasil19599599360";"Harpagophytum procumbens (Garra do Diabo)";;
"43172";"@brasil14257448103";"Hedera helix";;
"42937";"@brasil13246268128";"Heparina Sódica";;
"43173";"@brasil13691373590";"Heparina Sódica + Nicotinato de Benzila";;
"288863";"@brasil18217535006";"Hetamido";;
"288864";"@brasil15958118237";"Hexafluoreto de Enxofre";;
"288866";"@brasil17815577989";"Hexamidina + Tetracaína";;
"42939";"@brasil17905073162";"Hialuronato de Sódio";;
"65374";"@brasil11465106997";"Hialuronidase";;
"43174";"@brasil15684523949";"Hialuronidase + Lidocaína + Neomicina";;
"42941";"@brasil19786561734";"Hidralazina";;
"42942";"@brasil15217589497";"Hidrato de Cloral";;
"11554";"@brasil14081083138";"Hidroclorotiazida";;
"11555";"@brasil11606617914";"Hidrocortisona";;
"288867";"@brasil13663930820";"Hidrocortisona + Clioquinol";;
"11556";"@brasil15789840467";"Hidromorfona";;
"42943";"@brasil16728262589";"Hidroquinona";;
"288869";"@brasil13372810056";"Hidroquinona + Ácido Glicólico";;
"288868";"@brasil14872920441";"Hidrosmina";;
"503087";"@brasil16787865045";"Hidroxiapatita";;
"11557";"@brasil14129348902";"Hidroxicloroquina";;
"11558";"@brasil13277223419";"Hidróxido de Alumínio";;
"288870";"@brasil12245289265";"Hidróxido de Alumínio + Carbonato de Cálcio";;
"11559";"@brasil13998070696";"Hidróxido de Alumínio + Hidróxido de Magnésio";;
"288882";"@brasil16635831319";"Hidróxido de Alumínio + Hidróxido de Magnésio + Carbonato de Cálcio";;
"43176";"@brasil19688924884";"Hidróxido de Alumínio + Hidróxido de Magnésio + Metilcelulose";;
"503088";"@brasil11867395099";"Hidróxido de Alumínio + Hidróxido de Magnésio + Oxetacaína";;
"42946";"@brasil17988544764";"Hidróxido de Alumínio + Hidróxido de Magnésio + Simeticona";;
"503089";"@brasil18973380668";"Hidróxido de Alumínio + Hidróxido de Magnésio + Trissilicato de Magnésio";;
"42947";"@brasil19757936361";"Hidróxido de Magnésio";;
"288871";"@brasil11108016464";"Hidróxido Férrico";;
"503090";"@brasil19264718356";"Hidroxietilamido";;
"503092";"@brasil19223095669";"Hidroxietilamido + Cloreto de Sódio";;
"43177";"@brasil16399126876";"Hidroxiquinolina + Trolamina";;
"11560";"@brasil10158683535";"Hidroxiureia";;
"11561";"@brasil18799205894";"Hidroxizina";;
"42949";"@brasil14824047827";"Hidroxocobalamina";;
"42820";"@brasil15581966251";"Hidroxocobalamina + Citidina + Uridina";;
"42950";"@brasil14846430358";"Hipromelose";;
"43178";"@brasil12928860039";"Hipromelose + Cetrimida";;
"42952";"@brasil19760008619";"Hipromelose + Dextrana";;
"43179";"@brasil15446919876";"Hipromelose + Dextrana + Glicerol";;
"288872";"@brasil18804214835";"Homatropina";;
"11562";"@brasil13519979177";"Hypericum perforatum";;
"288873";"@brasil10697025097";"Ibrutinibe";;
"11563";"@brasil11202278509";"Ibuprofeno";;
"43180";"@brasil18448019573";"Ibuprofeno + Arginina";;
"11564";"@brasil15451455324";"Ibuprofeno + Paracetamol + Carisoprodol + Piridoxina";;
"42955";"@brasil14260752334";"Icatibanto";;
"288874";"@brasil17072481285";"Idarrubicina";;
"11565";"@brasil13650441404";"Idebenona";;
"288875";"@brasil13271331444";"Idoxuridina";;
"65375";"@brasil19272631543";"Idursulfase";;
"42956";"@brasil12023736118";"Ifosfamida";;
"42957";"@brasil17336423895";"Iloprosta";;
"11566";"@brasil11897841357";"Imatinibe";;
"42958";"@brasil10610911435";"Imiglucerase";;
"42959";"@brasil11045285798";"Imipeném + Cilastatina";;
"11567";"@brasil18537882879";"Imipramina";;
"42960";"@brasil13393694993";"Imiquimode";;
"288876";"@brasil15139213673";"Imunoglobulina anti-Rho (D)";;
"288877";"@brasil15882074343";"Imunoglobulina antitetânica";;
"288878";"@brasil13992731005";"Imunoglobulina antitimócito";;
"288879";"@brasil12317432305";"Imunoglobulina G";;
"288880";"@brasil19608968819";"Imunoglobulina humana";;
"288881";"@brasil11092547494";"Imunoglobulina humana anti-hepatite B";;
"11568";"@brasil16995890638";"Indacaterol";;
"288886";"@brasil12679011850";"Indacaterol + Glicopirrônio";;
"11569";"@brasil19365804863";"Indapamida";;
"11570";"@brasil15841352710";"Indinavir";;
"11571";"@brasil11109349271";"Indometacina";;
"42961";"@brasil13832617879";"Infliximabe";;
"288883";"@brasil19901514423";"Ingenol";;
"288884";"@brasil19600078470";"Inibidor de C1 esterase derivado de plasma humano";;
"42962";"@brasil18982004725";"Insulina Asparte";;
"503095";"@brasil15566391585";"Insulina Asparte bifásica ";;
"42963";"@brasil13412170300";"Insulina Degludeca";;
"42964";"@brasil10114837632";"Insulina Detemir";;
"42965";"@brasil10337677569";"Insulina Glargina";;
"42966";"@brasil11343875257";"Insulina Glulisina";;
"288885";"@brasil18295849390";"Insulina Humana";;
"609557";"@brasil14307299556";"Insulina Humana Isófana Bifásica";;
"42967";"@brasil15706343887";"Insulina Lispro";;
"609558";"@brasil16859637103";"Insulina Lispro Bifásica";;
"65376";"@brasil11967837038";"Iobitridol";;
"42968";"@brasil14500093975";"Iodeto de Potássio";;
"288893";"@brasil12201887770";"Iodo + Óleo Vegetal + Ácido Salicílico";;
"288887";"@brasil18507511388";"Iodopovidona";;
"288888";"@brasil14500521703";"ioimbina";;
"288889";"@brasil16980074658";"Iotalamato de Meglumina";;
"42969";"@brasil15381438521";"Ioxitalamato de Meglumina";;
"288890";"@brasil11398808490";"Ipilimumabe";;
"42970";"@brasil13406910991";"Ipratrópio";;
"42971";"@brasil10890239700";"Ipratrópio + Salbutamol";;
"11572";"@brasil18022688530";"Irbesartana";;
"11573";"@brasil16785395150";"Irbesartana + Hidroclorotiazida";;
"42972";"@brasil14230465835";"Irinotecano";;
"42973";"@brasil18481610386";"Isoconazol";;
"288891";"@brasil16053818784";"Isofluorano";;
"42974";"@brasil19716654734";"Isoflurano";;
"11574";"@brasil19858910467";"Isoniazida";;
"11575";"@brasil18938367196";"Isoniazida + Rifampicina";;
"288892";"@brasil16072668763";"Isotipendil";;
"11576";"@brasil15115104889";"Isotretinoína";;
"288894";"@brasil12791432870";"Isotretinoína + Eritromicina";;
"11577";"@brasil18760423163";"Isoxsuprina";;
"11578";"@brasil18456801461";"Itraconazol";;
"11579";"@brasil16002738125";"Ivabradina";;
"11580";"@brasil14643286553";"Ivermectina";;
"11581";"@brasil15208218697";"Lacidipino";;
"11582";"@brasil12111234134";"Lacosamida";;
"11583";"@brasil14931514890";"Lactase";;
"288897";"@brasil19861538445";"Lactato de Amônia + Alantoína";;
"42975";"@brasil13138442823";"Lactulose";;
"11584";"@brasil18323872356";"Lamivudina";;
"11585";"@brasil16824817420";"Lamotrigina";;
"43181";"@brasil15899338549";"Lanatosídeo C";;
"503097";"@brasil14615287308";"Lanreotida";;
"11586";"@brasil19152470340";"Lansoprazol";;
"43182";"@brasil14152634332";"Lansoprazol + Claritromicina + Amoxicilina";;
"11587";"@brasil15287899750";"Lapatinibe";;
"42978";"@brasil16542250220";"Laronidase";;
"42979";"@brasil13295922942";"Latanoprosta";;
"43183";"@brasil13065156323";"Latanoprosta + Benzalcônio";;
"42981";"@brasil16852864357";"Latanoprosta + Timolol";;
"11588";"@brasil18982088041";"Leflunomida";;
"11589";"@brasil19046741264";"Lenalidomida";;
"503099";"@brasil17592937374";"Lenvatinibe";;
"11590";"@brasil18287442509";"Lercanidipino";;
"11591";"@brasil14296989061";"Letrozol";;
"42982";"@brasil14376553271";"Leuprorrelina";;
"288895";"@brasil17351501347";"levamisol";;
"11592";"@brasil16622618087";"Levanlodipino";;
"11593";"@brasil10222123562";"Levetiracetam";;
"42983";"@brasil11324173593";"Levobunolol";;
"42984";"@brasil13491208462";"Levobupivacaína";;
"43184";"@brasil12867878928";"Levobupivacaína + Epinefrina";;
"11913";"@brasil12342058085";"Levocetirizina";;
"288896";"@brasil18383208435";"Levocloperastina";;
"11594";"@brasil11242763856";"Levodopa + Benserazida";;
"11595";"@brasil15547448903";"Levodopa + Carbidopa";;
"11596";"@brasil14008953257";"Levodopa + Carbidopa + Entacapona";;
"42986";"@brasil13483521837";"Levodropropizina";;
"11597";"@brasil13402419883";"Levofloxacino";;
"288898";"@brasil14158067230";"Levomentol + Cânfora";;
"288899";"@brasil11205721125";"Levomentol + Cânfora + Eucalipto";;
"11598";"@brasil14985239955";"Levomepromazina";;
"11599";"@brasil14718940437";"Levonorgestrel";;
"11600";"@brasil18638982629";"Levonorgestrel + Etinilestradiol";;
"42987";"@brasil16943984110";"Levosimendana";;
"11601";"@brasil19038092146";"Levotiroxina Sódica";;
"42988";"@brasil14269355351";"Lidocaína";;
"288900";"@brasil13554404240";"Lidocaína + Acetato de Hidrocortisona + Óxido de Zinco + Subacetato de Alumínio";;
"43185";"@brasil15143925979";"Lidocaína + Benzalcônio";;
"288901";"@brasil14154858135";"Lidocaína + Epinefrina";;
"42990";"@brasil10514824734";"Lidocaína + Glicose";;
"288902";"@brasil10111078265";"Lidocaína + Norepinefrina";;
"42991";"@brasil19766057923";"Lidocaína + Prilocaína";;
"288904";"@brasil10120851648";"Lidocaína + Tetracaína";;
"288903";"@brasil18090817226";"Limeciclina";;
"11602";"@brasil19273513152";"Linagliptina";;
"288911";"@brasil12677413338";"Linagliptina + Metformina";;
"42992";"@brasil17285815724";"Lincomicina";;
"288905";"@brasil16331806866";"Linestrenol";;
"11603";"@brasil19253289631";"Linezolida";;
"288906";"@brasil11296479702";"Lipegfilgrastim";;
"65377";"@brasil12021290865";"Liraglutida";;
"503100";"@brasil19101407785";"Lisado bacteriano de Escherichia coli";;
"503101";"@brasil12728227117";"Lisados bacterianos ";;
"11604";"@brasil18445909010";"Lisdexanfetamina";;
"288907";"@brasil17486978215";"Lisina";;
"11605";"@brasil14469676467";"Lisinopril";;
"11606";"@brasil17010655612";"Lisinopril + Hidroclorotiazida";;
"288908";"@brasil13545452283";"Lixisenatida";;
"288909";"@brasil15266327079";"Lomustina";;
"11607";"@brasil11644248972";"Loperamida";;
"11608";"@brasil17189278328";"Lopinavir + Ritonavir";;
"11609";"@brasil11013645035";"Loratadina";;
"11610";"@brasil13500390501";"Loratadina + Pseudoefedrina";;
"11611";"@brasil14461017710";"Lorazepam";;
"503105";"@brasil11943709813";"Lorcasserina";;
"11612";"@brasil11803917354";"Lornoxicam";;
"11613";"@brasil15636533949";"Losartana";;
"11614";"@brasil12770917994";"Losartana + Hidroclorotiazida";;
"42993";"@brasil17130905161";"Loteprednol";;
"503106";"@brasil14252536727";"Loteprednol + Tobramicina";;
"11615";"@brasil16944988430";"Lovastatina";;
"288910";"@brasil15695278853";"Loxoprofeno";;
"789102";"@brasil13739424610";"Macitentana";;
"42994";"@brasil13797078945";"Macrogol 4000";;
"503107";"@brasil15431554507";"Magaldrato";;
"42995";"@brasil17592679546";"Magaldrato + Simeticona";;
"42996";"@brasil16572161209";"Manitol";;
"11616";"@brasil16412188480";"Maprotilina";;
"11617";"@brasil11225977418";"Maraviroque";;
"65378";"@brasil14202943521";"Maytenus ilicifolia";;
"11618";"@brasil16893321960";"Maytenus ilicifolia (Espinheira Santa)";;
"11619";"@brasil10788677855";"Mebendazol";;
"11620";"@brasil13263423705";"Mebendazol + Tiabendazol";;
"11621";"@brasil13951085268";"Mebeverina";;
"11622";"@brasil19965155532";"Meclozina";;
"11623";"@brasil17972522169";"Medroxiprogesterona";;
"42998";"@brasil10697355260";"Medroxiprogesterona + Estradiol";;
"412565";"@brasil19434699748";"Mefloquina";;
"11624";"@brasil19967144558";"Megestrol";;
"11625";"@brasil15918156592";"Melfalana";;
"11626";"@brasil19689349595";"Melilotus officinalis (Trevo Amarelo)";;
"11627";"@brasil10692278509";"Meloxicam";;
"11628";"@brasil14393344067";"Memantina";;
"42999";"@brasil13238473461";"Menotropina";;
"11629";"@brasil19889885119";"Mentha piperita (Hortelã)";;
"288912";"@brasil16301230438";"Mentol + Cânfora + Óleo de Eucalipto";;
"503108";"@brasil14400162662";"Mepartricina + Tetraciclina";;
"288913";"@brasil13473912488";"Mepiramina + Hidróxido de Alumínio + Ácido Acetilsalicílico + Cafeína";;
"43000";"@brasil14100301836";"Mepivacaína";;
"288917";"@brasil14979570771";"Mepivacaína + Norepinefrina";;
"11630";"@brasil16269393707";"Mercaptamina";;
"11631";"@brasil11677313484";"Mercaptopurina";;
"43001";"@brasil10786089105";"Meropeném";;
"11632";"@brasil19578386608";"Mesalazina";;
"11633";"@brasil12859992898";"Mesilato de Codergocrina";;
"43002";"@brasil11629540324";"Mesilato de Pralidoxima";;
"43003";"@brasil15789434615";"Mesna";;
"288915";"@brasil11907620020";"Mesterolona";;
"11634";"@brasil15564804974";"Metadona";;
"43004";"@brasil14058552414";"Metaraminol";;
"43186";"@brasil17115993420";"Metenamina + Cloreto de Metiltionínio";;
"11635";"@brasil19244046488";"Metformina";;
"43006";"@brasil12924458534";"Metilcelulose";;
"11636";"@brasil19525817825";"Metildopa";;
"11637";"@brasil19896949974";"Metilergometrina ";;
"11638";"@brasil10907296705";"Metilfenidato";;
"43007";"@brasil12446635739";"Metilprednisolona";;
"288916";"@brasil14140486104";"Metipranolol";;
"11639";"@brasil14845633910";"Metoclopramida";;
"11640";"@brasil11506279744";"Metoclopramida + Simeticona + Pepsina";;
"11641";"@brasil12994497298";"Metoprolol";;
"11642";"@brasil10453647570";"Metoprolol + Hidroclorotiazida";;
"11643";"@brasil13284746261";"Metotrexato";;
"11644";"@brasil15062788905";"Metoxisaleno";;
"11645";"@brasil15459706051";"Metronidazol";;
"288921";"@brasil16605943799";"Metronidazol + Miconazol";;
"43008";"@brasil13459803398";"Metronidazol + Nistatina";;
"43187";"@brasil10148189476";"Metronidazol + Nistatina + Benzalcônio";;
"288918";"@brasil12476395853";"Micafungina";;
"11646";"@brasil12110163849";"Micofenolato de Mofetila";;
"11647";"@brasil14171701402";"Micofenolato de Sódio";;
"43010";"@brasil19959110084";"Miconazol";;
"11648";"@brasil14528015770";"Midazolam";;
"11649";"@brasil10124974957";"Midodrina";;
"779802";"@brasil17904909798";"Mifamurtida";;
"11650";"@brasil17040827782";"Miglustate";;
"43188";"@brasil19392967426";"Mikania glomerata";;
"43012";"@brasil19416140538";"Milrinona";;
"11651";"@brasil14829214348";"Minociclina";;
"11652";"@brasil13023588705";"Minoxidil";;
"288919";"@brasil17443267261";"Mirabegrona";;
"11653";"@brasil10630300789";"Mirtazapina";;
"11654";"@brasil14080738138";"Misoprostol";;
"43013";"@brasil17203372749";"Mitomicina";;
"11655";"@brasil18512788635";"Mitotano";;
"43014";"@brasil17768442440";"Mitoxantrona";;
"288920";"@brasil19787149054";"Moclobemida";;
"11656";"@brasil10321729070";"Modafinila";;
"43015";"@brasil17232094263";"Molgramostim";;
"11657";"@brasil16070279753";"Mometasona";;
"288923";"@brasil18523529625";"Mometasona + Ácido Fusídico";;
"43016";"@brasil12855144302";"Mometasona + Formoterol";;
"11658";"@brasil19386211864";"Mononitrato de Isossorbida";;
"288922";"@brasil13668272143";"Monossialogangliosídeo";;
"43017";"@brasil12579439032";"Monossulfiram";;
"11659";"@brasil18720220370";"Montelucaste";;
"288926";"@brasil17629361605";"Montelucaste + Levocetirizina";;
"11660";"@brasil15442466571";"Morfina";;
"11661";"@brasil11051672054";"Morus nigra 500 (Amora)";;
"11662";"@brasil18930960862";"Moxifloxacino";;
"43189";"@brasil16520269014";"Moxifloxacino + Dexametasona";;
"288924";"@brasil11612832006";"Mucopolissacaridase";;
"609553";"@brasil15185432912";"Mucopolissacaridase + Alfamilase Bacteriana + Alfaquimotripsina ";;
"11663";"@brasil11499788463";"Multivitaminas e Sais Minerais";;
"43019";"@brasil14331762560";"Mupirocina";;
"503110";"@brasil15330262811";"Nadroparina ";;
"288925";"@brasil12493571463";"Nafarrelina";;
"43020";"@brasil13920496015";"Nafazolina";;
"43190";"@brasil14422443101";"Nafazolina + Benzalcônio";;
"43191";"@brasil12551408774";"Nafazolina + Dexametasona + Neomicina";;
"43023";"@brasil16607192703";"Nafazolina + Feniramina";;
"503111";"@brasil19532864072";"Nafazolina + Mepiramina + Dexpantenol ";;
"43192";"@brasil19489714873";"Nafazolina + Mepiramina + Pantenol";;
"288927";"@brasil10666093946";"Nafazolina + Zinco";;
"43193";"@brasil19794348355";"Nafazolina + Zinco + Berberina";;
"43026";"@brasil11274475781";"Nalbufina";;
"43027";"@brasil16550801102";"Naloxona";;
"11664";"@brasil10706060034";"Naltrexona";;
"43028";"@brasil18930578480";"Nandrolona";;
"43166";"@brasil13834763646";"Não aplicável";;
"11912";"@brasil14736908388";"Não existe ainda nenhuma associação de VTM para este VMP";;
"11665";"@brasil19030935090";"Naproxeno";;
"11666";"@brasil13036495662";"Naproxeno + Esomeprazol";;
"11667";"@brasil18089673347";"Naproxeno Sódico";;
"11668";"@brasil11338880062";"Naratriptana";;
"43029";"@brasil15000489403";"Natalizumabe";;
"11669";"@brasil12425380573";"Nateglinida";;
"288930";"@brasil19741067614";"Nateglinida + Metformina";;
"11670";"@brasil18110262990";"Nebivolol";;
"11671";"@brasil13275173541";"Nelfinavir";;
"43030";"@brasil18210711885";"Neomicina";;
"43194";"@brasil10502597465";"Neomicina + Bacitracina";;
"43032";"@brasil16052091526";"Neostigmina";;
"43033";"@brasil15628322282";"Nepafenaco";;
"288928";"@brasil10442385225";"Nesiritida";;
"11672";"@brasil12045079041";"Nevirapina";;
"11673";"@brasil10399874895";"Nicergolina";;
"43034";"@brasil19985337143";"Nicotina";;
"11674";"@brasil15864137657";"Nifedipino";;
"11675";"@brasil18121063910";"Nilotinibe";;
"11676";"@brasil13012906891";"Nimesulida";;
"11677";"@brasil10701343034";"Nimesulida Betaciclodextrina";;
"11678";"@brasil14467994806";"Nimodipino";;
"43195";"@brasil13129942567";"Nimotuzumabe";;
"551151";"@brasil13587054686";"Nintedanibe";;
"43036";"@brasil13041719181";"Nistatina";;
"43196";"@brasil14141920751";"Nistatina + Óxido de Zinco";;
"11679";"@brasil10235945236";"Nitazoxanida";;
"43038";"@brasil15252584781";"Nitrato de Prata";;
"11680";"@brasil17775742072";"Nitrazepam";;
"11681";"@brasil18170874962";"Nitrendipino";;
"43197";"@brasil11319776363";"Nitrofural";;
"11682";"@brasil17527148905";"Nitrofurantoína";;
"43040";"@brasil17137766671";"Nitroglicerina";;
"43041";"@brasil19931079324";"Nitroprusseto de Sódio";;
"288929";"@brasil10213644596";"Nivolumabe";;
"11683";"@brasil13123119950";"Nomegestrol";;
"288932";"@brasil11098820427";"Nomegestrol + Estradiol";;
"288931";"@brasil18064404592";"Nonoxinol";;
"288938";"@brasil11311553632";"Norelgestromina + Etinilestradiol";;
"43042";"@brasil18242096916";"Norepinefrina";;
"11684";"@brasil13034153340";"Noretisterona";;
"11685";"@brasil15801407158";"Norfloxacino";;
"11686";"@brasil19904576081";"Norgestimato + Etinilestradiol";;
"11687";"@brasil12118659243";"Nortriptilina";;
"288933";"@brasil11300888666";"Obinutuzumabe";;
"43043";"@brasil11417246917";"Ocitocina";;
"288934";"@brasil13207982361";"Ocriplasmina";;
"43044";"@brasil12359944145";"Octreotida";;
"288935";"@brasil12137246114";"Ofatumumabe";;
"11688";"@brasil10879568280";"Ofloxacino";;
"11689";"@brasil18041863978";"Olanzapina";;
"503112";"@brasil11673532240";"Olaparibe";;
"43045";"@brasil17547980282";"Olapatadina";;
"43046";"@brasil10660069286";"Oleato de Etanolamina";;
"503113";"@brasil19769069289";"Óleo de Cade + Alcatrão de Pinho + Alcatrão Mineral ";;
"503115";"@brasil19816542628";"Óleo de Fígado de Bacalhau + Retinol + Colecalciferol";;
"288936";"@brasil11062283795";"Óleo de Soja";;
"11690";"@brasil17570615360";"Olmesartana Medoxomila";;
"11691";"@brasil13727485176";"Olmesartana Medoxomila + Anlodipino";;
"11692";"@brasil15925580108";"Olmesartana Medoxomila + Hidroclorotiazida";;
"288937";"@brasil18899680941";"Olodaterol";;
"43047";"@brasil10656405891";"Omalizumabe";;
"288940";"@brasil15358967644";"Ombitasvir + Veruprevir + Ritonavir + Dasabuvir";;
"11693";"@brasil18445445323";"Omeprazol";;
"11694";"@brasil14450486603";"Omeprazol + Claritromicina + Amoxicilina";;
"11695";"@brasil16916097351";"Ondansetrona";;
"11696";"@brasil11229027258";"Orfenadrina + Dipirona + Cafeína";;
"503116";"@brasil17608463341";"Orfenadrina + Paracetamol + Cafeína";;
"11697";"@brasil15396844543";"Orlistate";;
"43048";"@brasil11301821908";"Ornitina";;
"11698";"@brasil13297141251";"Oseltamivir";;
"503117";"@brasil18592689127";"Osimertinibe";;
"43049";"@brasil14539892173";"Oxacilina";;
"43050";"@brasil18793995451";"Oxaliplatina";;
"43051";"@brasil10350301050";"Oxamniquina";;
"11699";"@brasil10295172938";"Oxcarbazepina";;
"288939";"@brasil19858725646";"Oxibuprocaína";;
"11700";"@brasil11584441243";"Oxibutinina";;
"11701";"@brasil17036687708";"Oxicodona";;
"43052";"@brasil15369519203";"Oxiconazol";;
"43053";"@brasil15796693176";"Óxido de Zinco";;
"503119";"@brasil14912212540";"Óxido de Zinco + Cloreto de Benzalcônio + Cânfora";;
"43055";"@brasil12874908579";"Oximetazolina";;
"11702";"@brasil10430115125";"Oximetolona";;
"288941";"@brasil17218661592";"Oxitetraciclina + Hidrocortisona";;
"288965";"@brasil16748153096";"Oxitetraciclina + Polimixina B";;
"288942";"@brasil10016405339";"Oxomemazina + Guaifenesina + Benzoato de Sódio + Paracetamol";;
"288944";"@brasil12080995413";"Oxomemazina + Guaifenesina + Paracetamol";;
"43056";"@brasil16984463674";"Paclitaxel";;
"11703";"@brasil11040512807";"Paliperidona";;
"43057";"@brasil16297592944";"Palivizumabe";;
"43058";"@brasil10534574007";"Palonosetrona";;
"43059";"@brasil13780091509";"Pamidronato Dissódico";;
"609556";"@brasil14892286996";"Pamoato de Pirvínio";;
"11704";"@brasil13912218969";"Pancreatina";;
"503120";"@brasil14146895243";"Pancreatina + Dimeticona";;
"11705";"@brasil16439556735";"Pancrelipase";;
"43060";"@brasil17296735835";"Pancurônio";;
"43061";"@brasil15143404960";"Panitumumabe";;
"11706";"@brasil10461127077";"Pantoprazol";;
"43062";"@brasil13826817602";"Papaína";;
"288943";"@brasil18426042223";"Papaverina";;
"288945";"@brasil15126850701";"Papaverina + Dipirona + Atropa belladona";;
"11707";"@brasil12986965488";"Paracetamol";;
"11708";"@brasil13551446518";"Paracetamol + Amitriptilina + Ciclobenzaprina + Meloxicam";;
"11709";"@brasil18796336433";"Paracetamol + Amitriptilina + Meloxicam";;
"288946";"@brasil19391267576";"Paracetamol + Cafeína";;
"288947";"@brasil11575786089";"Paracetamol + Carbinoxamina";;
"11710";"@brasil13327342925";"Paracetamol + Carisoprodol + Cafeína";;
"11711";"@brasil10247705633";"Paracetamol + Carisoprodol + Fenilbutazona";;
"11712";"@brasil11256499700";"Paracetamol + Clorfeniramina + Fenilefrina";;
"11713";"@brasil15539381908";"Paracetamol + Codeína";;
"11714";"@brasil13927410750";"Paracetamol + Famotidina + Tramadol";;
"288948";"@brasil19705128024";"Paracetamol + Fenilefrina + Carbinoxamina";;
"11715";"@brasil13018908334";"Paracetamol + Meloxicam + Ciclobenzaprina";;
"288949";"@brasil13798282167";"Paracetamol + Pentoxiverina + Fenilefrina + Carbinoxamina";;
"288950";"@brasil19876027067";"Paracetamol + Pseudoefedrina";;
"288955";"@brasil11315585579";"Parafina + Psyllium plantago";;
"43063";"@brasil13703873438";"Parecoxibe";;
"43064";"@brasil17038914696";"Paricalcitol";;
"11716";"@brasil13312309730";"Paroxetina";;
"503122";"@brasil17548509096";"Pasireotida";;
"11717";"@brasil17504823958";"Passiflora incarnata";;
"11718";"@brasil17587190909";"Passiflora incarnata + Crataegus oxyacantha + Salix alba";;
"11719";"@brasil15421482980";"Pazopanibe";;
"288951";"@brasil17985289149";"Pegfilgrastim";;
"43065";"@brasil14082953475";"Pegvisomanto";;
"43199";"@brasil16906270575";"Pelargonium sidoides";;
"503124";"@brasil16099618425";"Pembrolizumabe";;
"43067";"@brasil19298023597";"Pemetrexede";;
"288952";"@brasil10298364850";"Penciclovir";;
"11720";"@brasil14345842481";"Penfluridol";;
